customer_id,first_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,Age_group
864,Regen,Male,6,1970-03-06,Pharmacist,Retail,High Net Worth,N,Yes,4.0,53,60
865,Germain,Female,73,1965-04-12,Desktop Support Technician,Telecommunications,Mass Customer,N,No,19.0,58,60
866,Stanislaus,Male,28,1973-01-05,Associate Professor,Health,Affluent Customer,N,Yes,14.0,50,60
867,Lura,Female,12,1973-05-10,VP Marketing,Manufacturing,Mass Customer,N,No,17.0,50,60
868,Effie,Female,84,1979-07-18,VP Accounting,Financial Services,Mass Customer,N,Yes,11.0,44,50
869,Addia,Female,7,1984-03-11,Account Representative I,Financial Services,High Net Worth,N,Yes,10.0,39,40
870,Hugh,Male,63,1964-01-29,Pharmacist,Health,Mass Customer,N,No,6.0,59,60
871,Janka,Female,40,1992-01-20,Help Desk Operator,Property,Mass Customer,N,Yes,5.0,31,40
872,Suki,Female,47,1971-04-28,Structural Engineer,IT,Mass Customer,N,No,13.0,52,60
873,Worthington,Male,37,1959-12-23,Occupational Therapist,Health,Affluent Customer,N,Yes,20.0,65,70
874,Howard,Male,78,2001-05-05,Database Administrator IV,Health,Mass Customer,N,Yes,1.0,22,30
875,Caryl,Male,34,1999-02-23,Recruiting Manager,Financial Services,Mass Customer,N,Yes,2.0,24,30
876,Neil,Male,44,1968-10-06,Physical Therapy Assistant,IT,High Net Worth,N,No,19.0,56,60
877,Didi,Female,92,1988-05-13,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,3.0,35,40
878,Clarence,Male,31,1982-11-01,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,9.0,42,50
879,Hestia,Female,58,1978-08-02,Social Worker,Manufacturing,Mass Customer,N,No,12.0,45,50
880,Neely,Female,11,1963-12-31,Internal Auditor,Financial Services,High Net Worth,N,Yes,10.0,61,70
881,Carmella,Female,82,1980-05-07,Information Systems Manager,Health,High Net Worth,N,No,15.0,43,50
882,Esmaria,Female,59,1965-09-29,Budget/Accounting Analyst III,Property,Mass Customer,N,Yes,11.0,59,60
883,Lolita,Unidentified,73,2000-07-13,Recruiter,IT,Mass Customer,N,Yes,1.0,23,30
884,Pepito,Male,11,1978-01-30,Web Designer IV,Property,Mass Customer,N,No,17.0,45,50
885,Yancey,Male,20,1966-11-11,Statistician IV,Financial Services,Mass Customer,N,No,18.0,58,60
886,Dawna,Female,53,1974-11-15,Accounting Assistant III,Health,Mass Customer,N,No,11.0,50,60
887,Patrizius,Male,55,1997-11-17,Actuary,Manufacturing,High Net Worth,N,No,1.0,27,30
888,Chickie,Female,62,1963-11-10,Accountant IV,Manufacturing,Mass Customer,N,No,10.0,61,70
889,Ezequiel,Male,46,1967-02-19,Sales Representative,Retail,Affluent Customer,N,Yes,10.0,56,60
890,Tony,Female,55,1974-02-01,Dental Hygienist,Health,Mass Customer,N,Yes,15.0,49,50
891,Talbot,Male,21,1981-08-06,Occupational Therapist,Health,High Net Worth,N,Yes,9.0,42,50
892,Conroy,Unidentified,22,1980-05-07,Office Assistant II,IT,Mass Customer,N,Yes,10.0,43,50
893,Gibby,Male,97,1983-09-11,Geologist I,IT,Mass Customer,N,No,16.0,41,50
894,Catie,Female,13,1970-12-18,Desktop Support Technician,Financial Services,High Net Worth,N,Yes,9.0,54,60
895,Juli,Female,58,1966-09-03,Cost Accountant,Entertainment,Mass Customer,N,Yes,12.0,58,60
896,Idell,Female,25,1978-06-10,VP Sales,Financial Services,Mass Customer,N,No,15.0,45,50
897,Pris,Female,25,1969-01-11,Account Executive,Manufacturing,Mass Customer,N,No,11.0,54,60
898,Reyna,Female,53,1977-08-28,General Manager,Financial Services,Affluent Customer,N,No,16.0,46,50
899,Teodora,Female,42,1963-08-05,Business Systems Development Analyst,Health,Affluent Customer,N,Yes,12.0,60,70
900,Clevey,Male,48,1990-08-07,Associate Professor,Manufacturing,Mass Customer,N,Yes,5.0,33,40
901,Letta,Female,13,1975-04-27,Legal Assistant,Retail,Mass Customer,N,Yes,16.0,48,50
902,Selene,Female,37,1989-07-26,Staff Scientist,Retail,Mass Customer,N,No,18.0,34,40
903,Hewe,Male,46,1961-07-03,Analyst Programmer,Financial Services,Mass Customer,N,No,14.0,62,70
904,Kariotta,Female,51,1974-05-06,Database Administrator II,Financial Services,High Net Worth,N,Yes,11.0,49,50
905,Dorian,Female,41,1978-02-11,Safety Technician II,Manufacturing,Affluent Customer,N,No,12.0,45,50
906,Cammy,Male,73,1998-12-30,Financial Analyst,Financial Services,High Net Worth,N,Yes,3.0,26,30
907,Eamon,Male,51,1978-12-25,Sales Associate,Property,High Net Worth,N,Yes,17.0,46,50
908,Carry,Female,86,1980-08-28,Occupational Therapist,Financial Services,Affluent Customer,N,Yes,17.0,43,50
909,Suzette,Female,77,1960-01-04,Operator,Argiculture,High Net Worth,N,Yes,8.0,63,70
910,Lewes,Male,50,1986-04-26,Biostatistician I,Financial Services,Mass Customer,N,No,14.0,37,40
911,Marcellus,Male,62,1974-10-13,Structural Analysis Engineer,Property,Affluent Customer,N,No,3.0,50,60
912,Vince,Male,37,1968-07-19,Sales Representative,Retail,Mass Customer,N,Yes,19.0,55,60
913,Dayle,Female,67,2000-10-28,Desktop Support Technician,Financial Services,Mass Customer,N,No,1.0,24,30
914,Marc,Male,73,1999-06-16,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,2.0,24,30
915,Austina,Female,17,1984-09-07,Budget/Accounting Analyst IV,Entertainment,Mass Customer,N,No,7.0,40,50
916,Joycelin,Female,18,1991-06-18,Recruiter,Manufacturing,Affluent Customer,N,No,8.0,32,40
917,Odo,Male,63,1964-05-06,VP Product Management,Financial Services,Mass Customer,N,No,19.0,59,60
918,Mahmud,Male,73,1975-02-26,Internal Auditor,Health,High Net Worth,N,No,13.0,48,50
919,Grove,Male,48,1987-07-17,Registered Nurse,Health,Mass Customer,N,Yes,13.0,36,40
920,Stefano,Male,89,1976-01-19,Software Test Engineer IV,Health,Mass Customer,N,Yes,19.0,47,50
921,Gretchen,Female,77,1979-12-19,Help Desk Technician,Manufacturing,Mass Customer,N,No,7.0,45,50
922,Bekki,Female,52,1972-10-10,Operator,Financial Services,Mass Customer,N,No,19.0,52,60
923,Garrek,Male,44,1977-06-26,Senior Financial Analyst,Financial Services,High Net Worth,N,No,19.0,46,50
924,Clementius,Male,33,1976-11-08,Computer Systems Analyst II,Retail,Affluent Customer,N,No,13.0,48,50
925,Nicko,Male,42,1978-08-07,Accountant IV,Manufacturing,Affluent Customer,N,No,16.0,45,50
926,Terrel,Male,18,1965-10-14,Professor,Telecommunications,Affluent Customer,N,No,10.0,59,60
927,Jarret,Male,25,1966-02-19,Cost Accountant,Financial Services,Mass Customer,N,Yes,18.0,57,60
928,Porty,Male,61,1973-05-14,Associate Professor,Financial Services,High Net Worth,N,Yes,18.0,50,60
929,Kippy,Male,0,1965-09-04,Database Administrator III,Financial Services,Mass Customer,N,Yes,13.0,59,60
930,Evelina,Female,86,1971-11-10,Executive Secretary,Retail,Mass Customer,N,Yes,8.0,53,60
931,Katrina,Female,59,1999-08-07,Design Engineer,Manufacturing,Affluent Customer,N,Yes,1.0,24,30
932,Yoko,Female,30,1989-07-20,Graphic Designer,Financial Services,Mass Customer,N,No,18.0,34,40
933,Melany,Female,75,1996-05-19,Help Desk Operator,Retail,Mass Customer,N,Yes,5.0,27,30
934,Marcellus,Male,76,1996-01-22,Human Resources Manager,Manufacturing,Mass Customer,N,No,6.0,27,30
935,Aldin,Male,76,1994-09-12,Marketing Manager,Health,Mass Customer,N,Yes,3.0,30,40
936,Raffaello,Male,64,1988-05-16,Speech Pathologist,Health,High Net Worth,N,No,3.0,35,40
937,Nikolos,Male,65,1985-11-15,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,15.0,39,40
938,Corabelle,Female,18,1996-04-06,Technical Writer,Retail,Mass Customer,N,No,7.0,27,30
939,Cristian,Male,53,1961-01-10,Product Engineer,Manufacturing,Mass Customer,N,No,6.0,62,70
940,Marnia,Female,3,1987-06-16,Administrative Officer,Manufacturing,Mass Customer,N,No,9.0,36,40
941,Tye,Male,13,1995-02-02,Recruiting Manager,Financial Services,Affluent Customer,N,Yes,1.0,28,30
942,Shirley,Female,31,1974-02-07,Director of Sales,Financial Services,Mass Customer,N,Yes,14.0,49,50
943,Holly,Male,94,1979-09-17,Legal Assistant,Property,Affluent Customer,N,Yes,15.0,45,50
944,Anderea,Female,53,1976-01-12,Assistant Media Planner,Manufacturing,Mass Customer,N,No,15.0,47,50
945,Hebert,Male,59,1998-08-26,Human Resources Manager,Entertainment,High Net Worth,N,Yes,1.0,25,30
946,Bettina,Female,16,1961-07-17,Research Associate,Manufacturing,High Net Worth,N,No,12.0,62,70
947,Hyacinth,Female,43,1986-03-10,Pharmacist,Health,Mass Customer,N,No,10.0,37,40
948,Yardley,Male,19,1969-08-09,Recruiting Manager,Health,Affluent Customer,N,No,10.0,54,60
949,Jarid,Male,18,1975-09-07,Executive Secretary,Health,Mass Customer,N,Yes,3.0,49,50
950,Bret,Unidentified,24,1997-07-05,Recruiter,IT,High Net Worth,N,Yes,3.0,26,30
951,Meryl,Male,44,1999-09-29,Assistant Media Planner,Entertainment,Mass Customer,N,No,1.0,25,30
952,Marina,Female,34,1971-06-13,VP Sales,Financial Services,Affluent Customer,N,Yes,6.0,52,60
953,Jasmin,Female,16,1979-05-23,Marketing Manager,Manufacturing,Mass Customer,N,No,7.0,44,50
954,Alain,Male,76,1995-02-28,VP Quality Control,Manufacturing,Mass Customer,N,Yes,7.0,28,30
955,Teresina,Female,78,1989-10-01,Research Nurse,Health,Mass Customer,N,Yes,9.0,35,40
956,Ezechiel,Male,19,1960-09-26,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,9.0,64,70
957,Jamima,Female,80,1994-08-20,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,7.0,29,30
958,Kristofor,Male,15,1964-01-14,Biostatistician IV,Health,High Net Worth,N,No,18.0,59,60
959,Katharina,Female,3,1986-10-26,Staff Scientist,Financial Services,Affluent Customer,N,Yes,21.0,38,40
960,Lannie,Male,1,1968-10-10,GIS Technical Architect,Health,Mass Customer,N,Yes,12.0,56,60
961,Rosamund,Female,73,1986-08-10,Assistant Manager,Financial Services,Mass Customer,N,No,6.0,37,40
962,Granger,Male,49,1977-09-07,VP Product Management,Financial Services,High Net Worth,N,Yes,17.0,47,50
963,Valery,Female,56,1968-07-28,Budget/Accounting Analyst I,Manufacturing,High Net Worth,N,Yes,16.0,55,60
964,Rhetta,Female,35,1994-01-24,Assistant Professor,Financial Services,High Net Worth,N,No,6.0,29,30
965,Meggie,Female,86,1997-06-18,Structural Engineer,Retail,High Net Worth,N,Yes,5.0,26,30
966,Krystyna,Female,70,1978-11-05,Speech Pathologist,Retail,High Net Worth,N,Yes,5.0,46,50
967,April,Female,44,1999-10-04,Sales Associate,Manufacturing,Affluent Customer,N,Yes,1.0,25,30
968,Wayne,Male,96,1955-06-16,Accountant IV,IT,High Net Worth,N,Yes,16.0,68,70
969,Jo,Female,20,1978-09-19,Health Coach IV,Health,High Net Worth,N,Yes,18.0,46,50
970,Kellyann,Female,2,1980-06-26,VP Accounting,Financial Services,High Net Worth,N,Yes,14.0,43,50
971,Sarge,Male,11,1988-10-25,Geologist I,Manufacturing,High Net Worth,N,No,22.0,36,40
972,Dena,Female,81,1981-07-23,Project Manager,Retail,Mass Customer,N,Yes,10.0,42,50
973,Annabella,Female,46,1979-08-02,Data Coordiator,Health,High Net Worth,N,No,15.0,44,50
974,Mellicent,Female,92,1991-06-07,Administrative Assistant IV,Property,Mass Customer,N,Yes,4.0,32,40
975,Goldarina,Unidentified,26,1963-11-10,Automation Specialist IV,IT,Mass Customer,N,No,10.0,61,70
976,Andonis,Male,10,1971-10-21,Graphic Designer,Financial Services,Affluent Customer,N,No,10.0,53,60
977,Olga,Female,65,1959-11-30,Staff Accountant III,IT,High Net Worth,N,Yes,13.0,65,70
978,Erena,Female,40,1982-01-31,Nurse Practicioner,Manufacturing,High Net Worth,N,No,15.0,41,50
979,Kayla,Female,42,1959-12-25,Budget/Accounting Analyst I,Manufacturing,High Net Worth,N,No,12.0,65,70
980,Max,Female,19,1978-01-23,Registered Nurse,Health,Mass Customer,N,No,8.0,45,50
981,Bud,Male,0,1973-02-19,Research Associate,Retail,Mass Customer,N,No,11.0,50,60
982,Tibold,Male,14,1960-02-12,Geologist III,Health,High Net Worth,N,Yes,6.0,63,70
983,Shaylyn,Unidentified,49,1999-12-24,Director of Sales,IT,Affluent Customer,N,No,2.0,25,30
984,Luciano,Male,89,1954-03-25,Programmer I,Manufacturing,Affluent Customer,N,No,16.0,69,70
985,Aryn,Female,29,1970-09-30,Help Desk Operator,Retail,High Net Worth,N,No,15.0,54,60
986,Barnard,Male,3,1994-10-05,Office Assistant I,Manufacturing,Mass Customer,N,Yes,8.0,30,40
987,Lars,Male,89,1974-08-29,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,11.0,50,60
988,Andree,Female,35,1981-01-15,Director of Sales,Manufacturing,High Net Worth,N,No,7.0,42,50
989,Caralie,Female,43,1982-05-24,Project Manager,Financial Services,Mass Customer,N,No,17.0,41,50
990,Melissa,Female,56,1976-04-13,Administrative Officer,Manufacturing,Mass Customer,N,Yes,14.0,47,50
991,Lenna,Female,11,1991-11-29,Financial Analyst,Financial Services,Mass Customer,N,Yes,10.0,33,40
992,Cordelia,Female,6,1958-11-25,Cost Accountant,Property,Mass Customer,N,Yes,8.0,66,70
993,Reine,Female,71,1977-02-18,Account Coordinator,Argiculture,High Net Worth,N,No,17.0,46,50
994,Rhetta,Female,62,1977-11-14,Librarian,Entertainment,Affluent Customer,N,Yes,5.0,47,50
995,Urbano,Male,16,1965-11-12,Information Systems Manager,Health,Mass Customer,N,Yes,19.0,59,60
996,Aura,Unidentified,67,1966-03-03,Assistant Manager,IT,Mass Customer,N,Yes,7.0,57,60
997,Ambros,Male,30,1981-07-03,Teacher,Telecommunications,Mass Customer,N,Yes,13.0,42,50
998,Petunia,Female,66,1965-12-13,Speech Pathologist,Manufacturing,Affluent Customer,N,Yes,5.0,59,60
999,Dido,Female,12,1988-04-10,Recruiting Manager,Financial Services,High Net Worth,N,No,4.0,35,40
1000,Paulie,Female,44,1978-08-07,Compensation Analyst,Financial Services,Mass Customer,N,No,11.0,45,50
1001,Finley,Male,63,1979-08-27,Recruiter,Retail,Mass Customer,N,No,14.0,44,50
1002,Pacorro,Male,65,1978-08-30,Business Systems Development Analyst,Financial Services,Mass Customer,N,Yes,18.0,46,50
1003,Mariann,Female,35,1968-02-03,Paralegal,Financial Services,High Net Worth,N,No,18.0,55,60
1004,Colas,Male,35,1975-07-09,Business Systems Development Analyst,IT,High Net Worth,N,No,22.0,48,50
1005,Kalila,Female,94,1967-09-15,Design Engineer,IT,High Net Worth,N,Yes,8.0,57,60
1006,Norbert,Male,15,1977-08-10,Quality Control Specialist,Telecommunications,Affluent Customer,N,Yes,19.0,46,50
1007,Cord,Male,58,1996-06-08,Help Desk Technician,Retail,Mass Customer,N,No,5.0,27,30
1008,Lorry,Female,47,1975-11-10,Teacher,Health,Mass Customer,N,No,21.0,49,50
1009,Nolie,Female,16,1957-05-09,Research Associate,Manufacturing,High Net Worth,N,Yes,13.0,66,70
1010,Leighton,Male,24,1963-01-26,Nurse,Financial Services,Affluent Customer,N,No,17.0,60,70
1011,Cymbre,Female,42,1985-07-19,Occupational Therapist,Health,High Net Worth,N,Yes,10.0,38,40
1012,Anna-diane,Female,20,1955-05-20,Software Test Engineer III,Entertainment,High Net Worth,N,Yes,11.0,68,70
1013,Corissa,Female,53,1976-09-06,Physical Therapy Assistant,Retail,High Net Worth,N,No,17.0,48,50
1014,Miller,Male,60,1960-10-14,Senior Developer,Property,Mass Customer,N,Yes,8.0,64,70
1015,Toiboid,Male,7,1955-04-01,Web Developer I,Health,Mass Customer,N,No,17.0,68,70
1016,Adrian,Male,0,1959-08-12,Legal Assistant,IT,Mass Customer,N,Yes,17.0,64,70
1017,Jacquenette,Female,88,1979-01-09,Assistant Media Planner,Entertainment,High Net Worth,N,No,16.0,44,50
1018,Matthiew,Male,1,1994-11-27,Help Desk Operator,Manufacturing,Mass Customer,N,Yes,7.0,30,40
1019,Ignazio,Male,42,1973-11-19,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14.0,51,60
1020,Natala,Female,29,1975-11-10,Account Representative III,IT,Affluent Customer,N,No,13.0,49,50
1021,Elvis,Male,16,1977-10-02,Mechanical Systems Engineer,Retail,High Net Worth,N,No,7.0,47,50
1022,Suzann,Female,56,1990-03-04,Assistant Manager,Financial Services,Affluent Customer,N,Yes,14.0,33,40
1023,Iseabal,Female,16,1991-07-23,Associate Professor,Financial Services,Affluent Customer,N,Yes,6.0,32,40
1024,Rhodia,Female,17,1992-06-05,Social Worker,Health,High Net Worth,N,Yes,2.0,31,40
1025,Ario,Male,69,1997-07-30,Quality Engineer,IT,Mass Customer,N,Yes,5.0,26,30
1026,Vernon,Male,66,1994-07-29,Tax Accountant,Financial Services,Affluent Customer,N,No,4.0,29,30
1027,Rolando,Male,33,1966-10-07,Statistician I,Financial Services,Affluent Customer,N,No,18.0,58,60
1028,Thorn,Male,10,1999-08-11,Project Manager,Retail,High Net Worth,N,No,1.0,24,30
1029,Forbes,Male,71,1997-02-15,VP Sales,Retail,Mass Customer,N,No,4.0,26,30
1030,Nariko,Female,9,1962-05-05,Food Chemist,Health,Mass Customer,N,No,5.0,61,70
1031,Roi,Male,75,1983-09-15,Junior Executive,Manufacturing,Mass Customer,N,No,6.0,41,50
1032,Maribelle,Female,36,1978-07-18,Executive Secretary,Health,Mass Customer,N,Yes,18.0,45,50
1033,Jacob,Male,70,1995-01-06,Recruiter,Property,Affluent Customer,N,Yes,3.0,28,30
1034,Denney,Male,16,1976-05-12,Geological Engineer,Financial Services,High Net Worth,N,Yes,3.0,47,50
1035,Kara-lynn,Female,77,1976-11-02,Operator,Retail,Affluent Customer,N,Yes,5.0,48,50
1036,Randene,Female,6,1969-11-28,Paralegal,Financial Services,Mass Customer,N,Yes,12.0,55,60
1037,Sissie,Female,95,1956-08-08,Human Resources Assistant II,Financial Services,Mass Customer,N,No,10.0,67,70
1038,Fraser,Unidentified,57,1998-12-25,Engineer I,Manufacturing,Mass Customer,N,Yes,1.0,26,30
1039,Nona,Female,24,1975-03-14,Social Worker,Entertainment,High Net Worth,N,Yes,15.0,48,50
1040,Jacenta,Female,78,1975-03-04,Food Chemist,Health,High Net Worth,N,No,9.0,48,50
1041,Free,Male,95,1959-05-25,Budget/Accounting Analyst I,Property,Affluent Customer,N,No,15.0,64,70
1042,Isacco,Male,0,1976-01-14,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,11.0,47,50
1043,Giorgi,Male,34,1986-10-20,Sales Associate,Financial Services,Mass Customer,N,Yes,16.0,38,40
1044,Frederico,Unidentified,4,1986-08-28,Food Chemist,Health,High Net Worth,N,No,11.0,37,40
1045,Aeriel,Female,88,1986-05-08,Business Systems Development Analyst,Financial Services,Mass Customer,N,Yes,19.0,37,40
1046,Shir,Female,0,1955-07-23,Budget/Accounting Analyst II,Retail,Affluent Customer,N,No,11.0,68,70
1047,Standford,Male,39,1978-09-03,VP Accounting,Financial Services,Affluent Customer,N,No,11.0,46,50
1048,Braden,Male,99,1976-06-08,Internal Auditor,Manufacturing,Affluent Customer,N,No,15.0,47,50
1049,Fraser,Male,35,1996-03-02,Software Consultant,Property,Mass Customer,N,No,2.0,27,30
1050,Marjie,Female,7,1973-07-29,Software Consultant,Telecommunications,Mass Customer,N,Yes,15.0,50,60
1051,Xylia,Female,34,1977-09-29,Help Desk Technician,Property,High Net Worth,N,Yes,14.0,47,50
1052,Dela,Female,31,1986-02-02,Junior Executive,Financial Services,High Net Worth,N,No,3.0,37,40
1053,Davon,Male,98,1962-05-20,Administrative Officer,Manufacturing,Mass Customer,N,Yes,8.0,61,70
1054,Natal,Male,27,1983-08-09,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,13.0,40,50
1055,Danell,Female,30,1988-06-08,Data Coordiator,Manufacturing,Mass Customer,N,No,12.0,35,40
1056,Kendricks,Male,96,1966-12-18,Software Test Engineer IV,Manufacturing,Affluent Customer,N,No,6.0,58,60
1057,Laryssa,Female,73,1969-04-06,Registered Nurse,Health,Mass Customer,N,No,5.0,54,60
1058,Gretel,Female,37,1987-10-24,Research Assistant IV,Retail,Affluent Customer,N,Yes,4.0,37,40
1059,Chantal,Female,68,1968-02-16,Account Representative III,Entertainment,High Net Worth,N,Yes,6.0,55,60
1060,Vanda,Female,88,1961-11-23,Associate Professor,Argiculture,Affluent Customer,N,Yes,13.0,63,70
1061,Anderson,Male,34,1988-11-07,Speech Pathologist,Financial Services,Mass Customer,N,No,19.0,36,40
1062,Tish,Female,32,1975-09-28,Junior Executive,Manufacturing,Mass Customer,N,No,14.0,49,50
1063,Terrence,Male,22,1987-03-01,Actuary,Financial Services,Affluent Customer,N,Yes,13.0,36,40
1064,Thornie,Male,3,1977-06-13,Librarian,Entertainment,Affluent Customer,N,Yes,8.0,46,50
1065,Chilton,Male,8,1962-06-27,Quality Engineer,Financial Services,Mass Customer,N,Yes,8.0,61,70
1066,Hailey,Male,45,1995-10-06,Recruiter,Telecommunications,High Net Worth,N,No,12.0,29,30
1067,Berri,Female,13,1965-05-17,Engineer IV,Financial Services,Mass Customer,N,Yes,13.0,58,60
1068,Frazer,Male,5,1995-03-21,Quality Control Specialist,Health,Mass Customer,N,Yes,3.0,28,30
1069,Reese,Male,85,1976-04-15,Web Designer I,Telecommunications,Mass Customer,N,No,15.0,47,50
1070,Albert,Male,5,1995-06-04,Account Representative IV,Health,Mass Customer,N,No,1.0,28,30
1071,Chrisy,Male,68,1986-12-29,Junior Executive,Retail,High Net Worth,N,No,1.0,38,40
1072,Curt,Male,60,1957-06-01,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0,66,70
1073,Elbertina,Female,77,1980-02-25,Associate Professor,Health,Affluent Customer,N,Yes,7.0,43,50
1074,Griswold,Male,43,1974-07-14,Accounting Assistant IV,Property,High Net Worth,N,Yes,18.0,49,50
1075,Cullin,Male,26,1967-07-25,Administrative Officer,Manufacturing,High Net Worth,N,No,7.0,56,60
1076,Siegfried,Male,33,2000-06-06,Pharmacist,Health,Affluent Customer,N,No,2.0,23,30
1077,Sheba,Female,8,1955-10-11,Compensation Analyst,Telecommunications,Mass Customer,N,Yes,18.0,69,70
1078,Abe,Male,69,1976-06-05,Executive Secretary,Manufacturing,Mass Customer,N,No,20.0,47,50
1079,Dennie,Male,70,1978-01-03,Nurse Practicioner,Manufacturing,Mass Customer,N,No,18.0,45,50
1080,Monah,Female,70,1999-12-26,Speech Pathologist,Property,Mass Customer,N,Yes,2.0,25,30
1081,Marga,Female,25,1985-10-21,Social Worker,Health,Mass Customer,N,No,16.0,39,40
1082,Guinevere,Unidentified,90,1957-12-19,Financial Analyst,Financial Services,Mass Customer,N,Yes,20.0,67,70
1083,Chadd,Male,46,1996-08-07,VP Product Management,Property,Affluent Customer,N,No,1.0,27,30
1084,Serena,Female,54,1994-05-18,Accounting Assistant I,Retail,Affluent Customer,N,No,8.0,29,30
1085,Lucho,Male,4,1975-09-12,Internal Auditor,Health,Mass Customer,N,No,8.0,49,50
1086,Ezechiel,Male,84,1989-06-21,Statistician IV,Property,Mass Customer,N,Yes,4.0,34,40
1087,Lian,Female,39,1979-09-18,Financial Analyst,Financial Services,Mass Customer,N,Yes,8.0,45,50
1088,Andy,Female,19,1989-07-21,Design Engineer,IT,High Net Worth,N,Yes,3.0,34,40
1089,Korney,Female,90,1988-09-17,Product Engineer,Property,Affluent Customer,N,No,12.0,36,40
1090,Lorettalorna,Female,15,1975-07-15,Computer Systems Analyst II,Telecommunications,Affluent Customer,N,No,17.0,48,50
1091,Keith,Male,19,1980-04-15,Research Assistant I,Health,Mass Customer,N,No,15.0,43,50
1092,Katlin,Female,56,1935-08-22,VP Quality Control,Retail,Mass Customer,N,No,5.0,88,90
1093,Clarita,Female,63,1996-09-13,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,5.0,28,30
1094,Shaughn,Male,48,1975-12-27,Dental Hygienist,Health,High Net Worth,N,No,19.0,49,50
1095,Emelda,Female,2,1958-08-29,Project Manager,Health,Mass Customer,N,No,6.0,66,70
1096,Jakie,Male,33,1969-11-29,Software Test Engineer I,Health,High Net Worth,N,No,14.0,55,60
1097,Gwenora,Female,71,1968-01-31,Engineer II,Financial Services,Mass Customer,N,Yes,18.0,55,60
1098,Maure,Female,99,1989-02-01,Administrative Assistant IV,Financial Services,Mass Customer,N,Yes,12.0,34,40
1099,Jarrett,Male,12,1975-01-13,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,11.0,48,50
1100,Cord,Male,59,1983-01-02,Engineer I,Manufacturing,Mass Customer,N,No,15.0,40,50
1101,Haily,Female,76,1968-12-22,Senior Editor,Manufacturing,Mass Customer,N,No,15.0,56,60
1102,Stephana,Female,16,1976-08-17,Recruiting Manager,Manufacturing,Affluent Customer,N,No,15.0,47,50
1103,Glynnis,Female,76,1978-01-30,Financial Advisor,Financial Services,High Net Worth,N,Yes,20.0,45,50
1104,Jewelle,Female,82,1959-12-31,Programmer III,Retail,Mass Customer,N,No,8.0,65,70
1105,Sherman,Male,39,1990-02-10,General Manager,Financial Services,Mass Customer,N,No,18.0,33,40
1106,Sibyl,Female,2,1962-12-17,Software Consultant,Retail,Mass Customer,N,No,15.0,62,70
1107,Maridel,Female,70,1974-07-17,Social Worker,Health,High Net Worth,N,No,18.0,49,50
1108,Ginnie,Female,86,1962-03-06,Dental Hygienist,Health,Mass Customer,N,No,17.0,61,70
1109,Nestor,Male,21,1989-09-01,Web Developer II,Entertainment,High Net Worth,N,No,6.0,35,40
1110,Lazar,Male,73,1991-03-17,Information Systems Manager,Retail,High Net Worth,N,No,12.0,32,40
1111,Zach,Male,96,1960-03-04,Director of Sales,Manufacturing,High Net Worth,N,Yes,18.0,63,70
1112,Jarrett,Male,25,1981-05-22,Senior Sales Associate,Property,Mass Customer,N,Yes,13.0,42,50
1113,Dorie,Male,45,1992-06-24,Recruiter,Property,Mass Customer,N,No,6.0,31,40
1114,Evonne,Female,96,1976-06-03,Structural Engineer,Retail,Mass Customer,N,No,14.0,47,50
1115,Merola,Female,33,1970-01-18,Account Coordinator,IT,High Net Worth,N,Yes,17.0,53,60
1116,Tori,Female,59,1974-06-26,Assistant Manager,Health,Mass Customer,N,Yes,16.0,49,50
1117,Georgena,Female,83,1975-12-01,Quality Engineer,Retail,Affluent Customer,N,No,14.0,49,50
1118,Colline,Female,95,1975-12-19,Sales Representative,Retail,Mass Customer,N,Yes,9.0,49,50
1119,Lemmy,Male,43,1976-10-09,Marketing Assistant,Entertainment,Mass Customer,N,Yes,19.0,48,50
1120,Jacquelyn,Female,87,1980-08-31,Web Developer IV,Retail,Affluent Customer,N,No,12.0,44,50
1121,Dione,Female,30,1984-01-21,Registered Nurse,Health,Mass Customer,N,Yes,3.0,39,40
1122,Gerladina,Female,59,1985-12-19,Programmer Analyst II,Property,Mass Customer,N,No,11.0,39,40
1123,Dominick,Male,50,1962-06-18,Director of Sales,Property,Mass Customer,N,No,13.0,61,70
1124,Eben,Male,36,1965-02-03,Health Coach III,Health,Affluent Customer,N,Yes,9.0,58,60
1125,Raff,Male,25,1990-01-19,Software Test Engineer III,IT,Affluent Customer,N,No,9.0,33,40
1126,Atlante,Female,77,1973-09-27,Executive Secretary,Manufacturing,Mass Customer,N,No,14.0,51,60
